Taxon	Context	Cluster	Abundance	Diversity	Univocity	k-value
g__Marinobacter	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
g__Marinobacter	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
g__Marinobacter	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
o__Pseudomonadales	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
o__Pseudomonadales	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
o__Pseudomonadales	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Labrenzia aggregata	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Labrenzia aggregata	Bathypelagic	Cl_Alphaproteobacteria	0.434	2	1.0	0.434
s__Labrenzia aggregata	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinicella sediminis	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinicella sediminis	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinicella sediminis	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
c__Gammaproteobacteria	Epipelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
c__Gammaproteobacteria	Bathypelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
c__Gammaproteobacteria	Mesopelagic	Cl_Alphaproteobacteria	0.0	0	1.0	0.0
o__Methylococcales	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Methylococcales	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Methylococcales	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
Unspecified	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
Unspecified	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
Unspecified	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__	Epipelagic	Cl_Planctomycetota	1.8569999999999998	3	1.0	1.8569999999999998
s__	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__	Mesopelagic	Cl_Planctomycetota	19.085	5	1.0	19.085
s__Pseudomonas_A stutzeri_AB	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
g__Marinobacter	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
g__Marinobacter	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
g__Marinobacter	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Pseudomonadales	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Pseudomonadales	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Pseudomonadales	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Labrenzia aggregata	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Labrenzia aggregata	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Labrenzia aggregata	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinicella sediminis	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinicella sediminis	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinicella sediminis	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
c__Gammaproteobacteria	Epipelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
c__Gammaproteobacteria	Bathypelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
c__Gammaproteobacteria	Mesopelagic	Cl_Planctomycetota	0.0	0	1.0	0.0
o__Methylococcales	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Methylococcales	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Methylococcales	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
Unspecified	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
Unspecified	Bathypelagic	Cl_Alpha-Gamma_2	0.5409999999999999	2	1.0	0.5409999999999999
Unspecified	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
g__Marinobacter	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
g__Marinobacter	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
g__Marinobacter	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Pseudomonadales	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Pseudomonadales	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Pseudomonadales	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Labrenzia aggregata	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Labrenzia aggregata	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Labrenzia aggregata	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinicella sediminis	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinicella sediminis	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinicella sediminis	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
c__Gammaproteobacteria	Epipelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
c__Gammaproteobacteria	Bathypelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
c__Gammaproteobacteria	Mesopelagic	Cl_Alpha-Gamma_2	0.0	0	1.0	0.0
o__Methylococcales	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
o__Methylococcales	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
o__Methylococcales	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
Unspecified	Epipelagic	Cl_Alpha-Gamma_1	1.169	1	1.0	1.169
Unspecified	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
Unspecified	Mesopelagic	Cl_Alpha-Gamma_1	0.862	2	1.0	0.862
s__Marinobacter hydrocarbonoclasticus	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__	Mesopelagic	Cl_Alpha-Gamma_1	0.779	1	1.0	0.779
s__Pseudomonas_A stutzeri_AB	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
g__Marinobacter	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
g__Marinobacter	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
g__Marinobacter	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
o__Pseudomonadales	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
o__Pseudomonadales	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
o__Pseudomonadales	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Labrenzia aggregata	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Labrenzia aggregata	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Labrenzia aggregata	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinicella sediminis	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinicella sediminis	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinicella sediminis	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Mesopelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
c__Gammaproteobacteria	Epipelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
c__Gammaproteobacteria	Bathypelagic	Cl_Alpha-Gamma_1	0.0	0	1.0	0.0
c__Gammaproteobacteria	Mesopelagic	Cl_Alpha-Gamma_1	0.76	1	1.0	0.76
o__Methylococcales	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
o__Methylococcales	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
o__Methylococcales	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
Unspecified	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
Unspecified	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
Unspecified	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter hydrocarbonoclasticus	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__	Mesopelagic	Cl_Mix_3	1.181	3	1.0	1.181
s__Pseudomonas_A stutzeri_AB	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Pseudomonas_A stutzeri_AB	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
g__Marinobacter	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
g__Marinobacter	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
g__Marinobacter	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__UBA7803 sp002480525	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
o__Pseudomonadales	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
o__Pseudomonadales	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
o__Pseudomonadales	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Labrenzia aggregata	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Labrenzia aggregata	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Labrenzia aggregata	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Thiobacillus denitrificans_E	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinicella sediminis	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinicella sediminis	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinicella sediminis	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__Marinobacter segnicrescens	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
s__GCA-002726655 sp002725995	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
c__Gammaproteobacteria	Epipelagic	Cl_Mix_3	0.0	0	1.0	0.0
c__Gammaproteobacteria	Bathypelagic	Cl_Mix_3	0.0	0	1.0	0.0
c__Gammaproteobacteria	Mesopelagic	Cl_Mix_3	0.0	0	1.0	0.0
